,reference,latitude,longitude,date,year,description,hostility,victim,navArea,subreg
372,2021-124,3.6955,6.2476,2021-01-08,2021,"NIGERIA: On 8 January, a bulk carrier underway approximately 40 NM south of Brass was approached by one skiff with eight persons onboard. The skiff approached to within 0.3 NM of the vessel, resulting in the master carrying out evasive maneuvers and increasing speed, and the crew mustering in the citadel. As a result of the master's actions and the vessel's 1 1 -meter freeboard, the skiff aborted the approach. The crew is reported as safe.",No information,Bulk carrier underway,II,57
373,2021-159,10.3068,-75.561,2021-01-06,2021,"COLOMBIA: On 6 January, robbers boarded a container ship anchored in the Cartagena Charlie Anchorage and escaped with ship’s property. Crew later discovered the hawse pipe protection device was destroyed and the bosun store room padlock was damaged. Local authorities were informed through local agent. (",Boarding by robbers,Container ship,IV,24
374,2021-158,10.3068,-75.561,2021-01-06,2021,"COLOMBIA: On 6 January, robbers boarded a container ship anchored in the Cartagena Charlie Anchorage and escaped with ship’s property. Crew later discovered the hawse pipe protection device was destroyed and the bosun store room padlock was damaged. Local authorities were informed through local agent. (",Robbers boarded a container ship,Container ship,IV,24
375,2021-157,10.3068,-75.561,2021-01-06,2021,"COLOMBIA: On 6 January, robbers boarded a container ship anchored in the Cartagena Charlie Anchorage and escaped with ship’s property. Crew later discovered the hawse pipe protection device was destroyed and the bosun store room padlock was damaged. Local authorities were informed through local agent. (",Robbers boarded a container ship,Container ship,IV,24
376,2021-125,4.5,7.266667,2021-01-05,2021,"NIGERIA: On 5 January, local media sources reported that two underway passenger boats were boarded by robbers in the Bonny waterways, Rivers State, near position 04-30N 007-16E. The robbers forced the passengers to jump overboard before escaping with the two boats, resulting in two of the passengers drowning while the remaining victims struggled to swim to the nearby mangroves. Local security agencies were mobilized after receiving distress calls from some of the passengers. When they arrived at the scene of the incident, they were able to recover the bodies of the two drowned passengers and several of the survivors; however, a number of people are still reported missing.",No information,Two underway passenger boats,II,57
377,2021-120,18.068,-63.089,2021-01-05,2021,"SAINT MARTIN: On 5 January, robbers boarded an anchored catamaran in Marigot Bay while the crew was asleep. They stole personal electronics, a laptop, binoculars, a search light, sunglasses, a wallet with cash and credit cards, as well as a backpack with other personal items. A report was made to local police. They indicated that this was the fourth such incident recently.",No information,Catamaran at anchor,IV,25
378,2021-121,18.563,-72.376,2021-01-04,2021,"HAITI: On 4 January, the duty officer onboard a bulk carrier anchored in Port au Prince noticed a suspicious echo on the radar and asked the security patrol to investigate. The security patrol noticed a boat with six robbers, armed with a gun, boarding the bulker using a ladder with hooks. The alarm was raised and the crew retreated into the accommodation area. The robbers threatened the chief engineer who was attempting to secure an open accommodation door. The incident was reported to the coast guard and local authorities. The coast guard responded and boarded the vessel to carry out a search and to investigate. Ship's properties were reported stolen, The crew and vessel are safe.",No information,Bulk carrier at anchor,IV,26
379,2021-116,-4.7,11.733333,2021-01-04,2021,"CONGO: On 4 January, robbers armed with knives boarded a container ship anchored at Pointe Noire North Anchorage, position 04-42S 011-44E. The alarm was sounded and all crew mustered in the citadel. The robbers stole ship's stores and escaped. The incident was reported to port control. All crew is reported safe.",No information,Container ship,II,57
380,2021-117,-0.25,117.566667,2021-01-03,2021,"INDONESIA: On 3 January, three robbers armed with knives boarded an anchored bulk carrier at Muara Berau Anchorage, near position 00-15S 117-34E. The robbers were discovered by the duty crew at the forecastle store room. They stole ship's stores and escaped. The incident was reported to local authorities.",No information,Bulk carrier,XI,72
381,2021-21,26.494108,50.200919,2020-12-29,2020,"On 29 January, customs authorities announced they had seized 14.4 million Captagon pills  hidden in a shipment of wood panels in King Abdul Aziz Port.",DRUG SMUGGLING,No information,IX,62
382,2021-112,2.733333,6.4,2020-12-29,2020,"NIGERIA: On 29 December, the crew on a tanker reported a suspicious approach by a speedboat approximately 94 NM southwest of Brass, Nigeria, near position 02-44N 006-24E. The skiff, which had five armed men on board, approached to within 50 meters of the tanker's starboard side. When the Master carried out evasive maneuvers, the skiff departed the area.",No information,No information,II,57
383,2021-113,4.883333,-1.683333,2020-12-26,2020,"GHANA: On 26 December, a robber boarded a cargo vessel in Takoradi Anchorage, near position 04-53N 001-41W. When the Duty Officer noticed the robber on the forecastle and raised the alarm, the robber fled with ship’s property.",No information,No information,II,57
384,2021-114,-8.733333,13.283333,2020-12-24,2020,"ANGOLA: On 24 December, robbers boarded a research vessel in Luanda Anchorage, near position 08-44S 013-17E. The robbers stole several mooring lines from the vessel forecastle without being spotted.",No information,research vessel,VII,57
385,2021-122,18.074,-63.085,2020-12-22,2020,"SAINT MARTIN: On 22 December 2020, a yacht in the Grand Marche anchorage had its dinghy (in the water and not locked) stolen while the owners were onboard. They discovered the cut line at 2200.",No information,Yacht,IV,25
386,2021-115,2.433333,5.4,2020-12-22,2020,"NIGERIA: On 22 December, the crew of the Singapore-flagged tanker BW PAVILION LEEARA reported a suspicious approach by a speedboat approximately 121 NM southwest of Brass, Nigeria, near position 02-26N 005-24E. When the speedboat approached the tanker on the port side, the Captain increased speed, altered course, and notified his company. The speedboat subsequently changed course and increased speed to continue its pursuit of the tanker. During the incident, the crew mustered in the citadel, apart from the Captain and two other crew members who remained on the bridge. The speed boat aborted the chase after 45 minutes.",No information,Singapore-flagged tanker BW PAVILION LEEARA,II,57
387,2021-85,2.616667,5.616667,2020-12-21,2020,"NIGERIA: On 21 December, pirates boarded the Malta-flagged container ship PORT GDYNIA approximately 100 NM south-southwest of Brass, near position 02-37N 005-37E. The crew safely evacuated to the citadel and heard gunfire inside the ship. The pirates eventually departed the ship and the crew was able to continue on its transit to Bata, Equatorial Guinea.",Boarding,Malta-flagged container ship PORT GDYNIA,II,57
388,2021-86,2.65,6.233333,2020-12-19,2020,"NIGERIA: On 19 December, pirates boarded the Singapore-flagged container ship MAERSK CADIZ approximately 85 NM south of Brass, near position 02-39N 006-14E. Three security vessels responded to the incident, but the pirates had already departed the vessel.",Boarding,Singapore-flagged container ship MAERSK CADIZ,II,57
389,2021-87,2.283333,3.9,2020-12-18,2020,"NIGERIA: On 18 December, pirates boarded the Bermuda-flagged LNG tanker LNG LAGOS II approximately 170 NM southwest of Brass, near position 02-17N 003-54E.",Boarding,Bermuda-flagged LNG tanker LNG LAGOS II,II,57
390,2021-80,3.833333,6.15,2020-12-16,2020,"NIGERIA: On 16 December, pirates boarded the Cameroon-flagged cargo vessel STEVIA while underway from Port Harcourt, Nigeria to Abidjan, Ivory Coast. The boarding took place near position 03-50N 006-09E, approximately 28 NM southwest of Brass, Nigeria. Eight crewmembers were kidnapped.",No information,Cameroon-flagged cargo vessel STEVIA,II,57
391,2021-81,2.0,4.75,2020-12-15,2020,"NIGERIA: On 15 December, pirates boarded the Malta-flagged tanker NEW RANGER underway near position 02-00N 004-45E, approximately 160 NM south-southwest of Brass, Nigeria. When the duty officer saw the perpetrators, he raised the alarm. All crew retreated into the citadel. Eventually, the pirates left the vessel and the crew emerged from the citadel. The crew and vessel are safe.",Boarding,Malta-flagged tanker NEW RANGER,II,57
392,2021-84,1.728,101.389,2020-12-14,2020,"INDONESIA: On 14 December, four robbers armed with knives boarded a bulk carrier berthed in Lubuk Guang Port, Dumai. They took the duty officer hostage and tied him up. The robbers stole ship's stores and spare parts, and released the duty officer before escaping.",No information,Bulk carrier,XI,71
393,2021-82,4.616667,4.633333,2020-12-10,2020,"NIGERIA: On 10 December, pirates boarded the Cameroon-flagged cargo vessel CAP SAINT GEORGES while underway 48 NM west of Bayelsa, near position 04-37N 004-38E. Pirates kidnapped five crewmembers (3 Cameroonians, 1 Ghanaian, and 1 from Sierra Leone). The remaining crew sailed the ship to a safe port.",No information,Cameroon-flagged cargo vessel CAP SAINT GEORGES,II,57
394,2021-83,5.316667,-4.016667,2020-12-08,2020,"IVORY COAST: On 8 December, a number of robbers boarded an offshore supply vessel from the port side while it was berthed at Lagune Ebrie, Abidjan Port, near position 05-19N 004-01W. The robbers stole a mooring rope and a pump before escaping in a small canoe.",No information,offshore supply vessel,II,57
395,2021-79,-0.016667,-51.016667,2020-12-08,2020,"BRAZIL: On 8 December, robbers boarded a bulk carrier anchored at Macapa Anchorage near position 00-01N 051-01W. The robbers were able to board the vessel between 0245 LT and 0330 LT, steal items of ship's property, and escape unnoticed. The incident was reported the local authorities.",No information,bulk carrier,V,24
396,2021-74,2.7,5.95,2020-12-06,2020,"NIGERIA: On 6 December, four pirates boarded the Malta-flagged tanker NEW RANGER underway 98 NM south-southwest of Brass near position 02-42N 005-57E while the crew sheltered in the citadel. When the pirates discovered they were unable to reach the crew, they departed without stealing anything.",Boarding and attempted robbery,Malta-flagged tanker NEW RANGER,II,57
397,2021-73,-12.016667,-77.183333,2020-12-06,2020,"PERU: On 6 December, two robbers attempted to board an anchored general cargo ship via the anchor chain in the Callao Anchorage near position 12-01S 077-11W. An alert duty watchmen raised the alarm after spotting the two men attempting to board. Upon being detected, the robbers fled in their boat. The crew reported the incident to the local authorities. A coast guard boat arrived at the location and conducted an investigation.",No information,No information,XVI,22
